"","Unit","Female","Infant","Date.birth","Date.nextbirth","IBI","Date.takeover","Dataset","Month","Time1","Time2","Birth","Takeover.fix","Takeover.timevarying","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"1823","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",3,2,3,0,0,0,"F","multi",8.05333333333333,928.9,"ColdDry","Dry","Cold"
"1812","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",4,3,4,0,0,0,"F","multi",7.30967741935484,451.8,"ColdDry","Dry","Cold"
"1820","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",5,4,5,0,0,0,"F","multi",6.21,297.6,"ColdDry","Dry","Cold"
"1815","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",6,5,6,0,0,0,"F","multi",6.44193548387097,27.6,"ColdDry","Dry","Cold"
"1814","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",7,6,7,0,0,0,"F","multi",7.9258064516129,2.2,"HotDry","Dry","Hot"
"1809","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",8,7,8,0,0,0,"F","multi",8.19642857142857,5.2,"HotDry","Dry","Hot"
"1841","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",9,8,9,0,0,0,"F","multi",8.73548387096774,63.1,"HotDry","Dry","Hot"
"1848","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",10,9,10,0,0,0,"F","multi",10.05,134.9,"HotDry","Dry","Hot"
"1839","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",11,10,11,0,0,0,"F","multi",8.62903225806452,496.7,"ColdWet","Wet","Cold"
"1818","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",12,11,12,0,0,0,"F","multi",8.18666666666667,879.3,"ColdWet","Wet","Cold"
"1810","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",13,12,13,0,0,0,"F","multi",7.85483870967742,1248.3,"ColdWet","Wet","Cold"
"1804","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",14,13,14,0,0,0,"F","multi",8.16774193548387,1110.6,"ColdWet","Wet","Cold"
"1800","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",15,14,15,0,0,0,"F","multi",8.34,825.6,"ColdDry","Dry","Cold"
"1821","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",16,15,16,0,0,0,"F","multi",7.73225806451613,442.6,"ColdDry","Dry","Cold"
"1805","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",17,16,17,0,0,0,"F","multi",7.55,223.9,"ColdDry","Dry","Cold"
"1817","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",18,17,18,0,0,0,"F","multi",6.81935483870968,68.4,"ColdDry","Dry","Cold"
"1851","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",19,18,19,0,0,0,"F","multi",8.87096774193548,13,"HotDry","Dry","Hot"
"1849","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",20,19,20,0,0,0,"F","multi",11.2607142857143,17.2,"HotDry","Dry","Hot"
"1822","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",21,20,21,0,0,0,"F","multi",10.5645161290323,66.4,"HotDry","Dry","Hot"
"1797","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",22,21,22,0,0,0,"F","multi",8.31333333333333,209.2,"HotDry","Dry","Hot"
"1819","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",23,22,23,0,0,0,"F","multi",7.63548387096774,562.47,"ColdWet","Wet","Cold"
"1811","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",24,23,24,0,0,0,"F","multi",8.44666666666667,884.02,"ColdWet","Wet","Cold"
"1816","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",25,24,25,0,0,0,"F","multi",9.62258064516129,1217.27,"ColdWet","Wet","Cold"
"1850","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",26,25,26,1,0,0,"F","multi",9.15483870967742,1053.3,"ColdWet","Wet","Cold"
"1903","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",1,0,1,0,0,0,"F","primi",7.41935483870968,7.3,"HotDry","Dry","Hot"
"1915","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",2,1,2,0,0,0,"F","primi",8.26428571428571,87.4,"HotDry","Dry","Hot"
"1925","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",3,2,3,0,0,0,"F","primi",9.18064516129032,116.9,"HotDry","Dry","Hot"
"1930","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",4,3,4,0,0,0,"F","primi",9.27333333333333,472.9,"HotDry","Dry","Hot"
"1908","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",5,4,5,0,0,0,"F","primi",8.7741935483871,746,"ColdWet","Wet","Cold"
"1920","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",6,5,6,0,0,0,"F","primi",7.87333333333333,1121.5,"ColdWet","Wet","Cold"
"1932","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",7,6,7,0,0,0,"F","primi",7.95161290322581,1070.5,"ColdWet","Wet","Cold"
"1929","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",8,7,8,0,0,0,"F","primi",8.46129032258064,1131.5,"ColdWet","Wet","Cold"
"1928","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",9,8,9,0,0,0,"F","primi",7.65666666666667,824.8,"ColdDry","Dry","Cold"
"1935","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",10,9,10,0,0,0,"F","primi",6.89677419354839,537.8,"ColdDry","Dry","Cold"
"1913","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",11,10,11,0,0,0,"F","primi",6.28333333333333,116.8,"ColdDry","Dry","Cold"
"1934","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",12,11,12,0,0,0,"F","primi",6.48709677419355,18.5,"ColdDry","Dry","Cold"
"1921","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",13,12,13,0,0,0,"F","primi",8.94838709677419,2.5,"HotDry","Dry","Hot"
"1922","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",14,13,14,0,0,0,"F","primi",9.37142857142857,46.6,"HotDry","Dry","Hot"
"1933","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",15,14,15,0,0,0,"F","primi",10.0806451612903,60.1,"HotDry","Dry","Hot"
"1917","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",16,15,16,0,0,0,"F","primi",9.90333333333333,229.7,"HotDry","Dry","Hot"
"1926","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",17,16,17,0,0,0,"F","primi",9.23225806451613,370.2,"ColdWet","Wet","Cold"
"1931","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",18,17,18,0,0,0,"F","primi",9.54333333333333,596.5,"ColdWet","Wet","Cold"
"1914","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",19,18,19,0,0,0,"F","primi",10.741935483871,706.5,"ColdWet","Wet","Cold"
"1924","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",20,19,20,0,0,0,"F","primi",10.8516129032258,789.6,"ColdWet","Wet","Cold"
"1906","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",21,20,21,0,0,0,"F","primi",12.0866666666667,647.1,"ColdDry","Dry","Cold"
"1902","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",22,21,22,0,0,0,"F","primi",8.26451612903226,572.7,"ColdDry","Dry","Cold"
"1936","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",23,22,23,0,0,0,"F","primi",7.00666666666667,333.1,"ColdDry","Dry","Cold"
"1904","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",24,23,24,0,0,0,"F","primi",7.26129032258064,244.9,"ColdDry","Dry","Cold"
"1940","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",25,24,25,0,0,0,"F","primi",8.33548387096774,37.7,"HotDry","Dry","Hot"
"1916","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",26,25,26,0,0,0,"F","primi",10.5689655172414,65.5,"HotDry","Dry","Hot"
"1938","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",27,26,27,0,0,0,"F","primi",11.1225806451613,83.4,"HotDry","Dry","Hot"
"1907","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",28,27,28,0,0,0,"F","primi",10.06,319.5,"HotDry","Dry","Hot"
"1927","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",29,28,29,0,0,0,"F","primi",9.55161290322581,543.8,"ColdWet","Wet","Cold"
"1939","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",30,29,30,0,0,0,"F","primi",8.39666666666667,957.4,"ColdWet","Wet","Cold"
"1905","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",31,30,31,0,0,0,"F","primi",8.5741935483871,1313.4,"ColdWet","Wet","Cold"
"1912","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",32,31,32,0,0,0,"F","primi",9.25806451612903,1352.15,"ColdWet","Wet","Cold"
"1899","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",33,32,33,0,0,0,"F","primi",8.75,1136.15,"ColdDry","Dry","Cold"
"1900","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",34,33,34,0,0,0,"F","primi",7.49032258064516,560.95,"ColdDry","Dry","Cold"
"1909","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",35,34,35,0,0,0,"F","primi",7.36,241.5,"ColdDry","Dry","Cold"
"1923","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",36,35,36,0,0,0,"F","primi",7.06129032258065,16.9,"ColdDry","Dry","Cold"
"1910","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",37,36,37,0,0,0,"F","primi",8.53225806451613,48.8,"HotDry","Dry","Hot"
"1911","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",38,37,38,0,0,0,"F","primi",9.53214285714286,69.8,"HotDry","Dry","Hot"
"1919","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",39,38,39,0,0,0,"F","primi",9.7741935483871,100.3,"HotDry","Dry","Hot"
"1937","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",40,39,40,0,0,0,"F","primi",9.38,352.2,"HotDry","Dry","Hot"
"1901","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",41,40,41,0,0,0,"F","primi",9.41290322580645,665.8,"ColdWet","Wet","Cold"
"1918","M1","F159","F146",2014-02-25,2017-08-05,41.2131147540984,NA,"conservative",42,41,42,1,0,0,"F","primi",9.34333333333333,1016.7,"ColdWet","Wet","Cold"
"2035","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",1,0,1,0,1,0,"F","multi",7.92258064516129,1088.4,"ColdWet","Wet","Cold"
"2037","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",2,1,2,0,1,0,"F","multi",8.10322580645161,1324.4,"ColdWet","Wet","Cold"
"2034","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",3,2,3,0,1,0,"F","multi",8.74666666666667,1149.4,"ColdDry","Dry","Cold"
"2039","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",4,3,4,0,1,0,"F","multi",7.25483870967742,590.1,"ColdDry","Dry","Cold"
"2007","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",5,4,5,0,1,0,"F","multi",7.27666666666667,238.1,"ColdDry","Dry","Cold"
"2004","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",6,5,6,0,1,0,"F","multi",6.4741935483871,87.8,"ColdDry","Dry","Cold"
"2005","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",7,6,7,0,1,0,"F","multi",7.87096774193548,23.2,"HotDry","Dry","Hot"
"2008","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",8,7,8,0,1,0,"F","multi",9.49642857142857,1.9,"HotDry","Dry","Hot"
"2029","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",9,8,9,0,1,0,"F","multi",9.15161290322581,21.7,"HotDry","Dry","Hot"
"2009","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",10,9,10,0,1,0,"F","multi",9.67666666666667,54.2,"HotDry","Dry","Hot"
"2044","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",11,10,11,0,1,0,"F","multi",9.69677419354839,153,"ColdWet","Wet","Cold"
"2023","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",12,11,12,0,1,1,"F","multi",8.41333333333333,587.8,"ColdWet","Wet","Cold"
"2003","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",13,12,13,0,1,1,"F","multi",7.74193548387097,1704.6,"ColdWet","Wet","Cold"
"2033","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",14,13,14,0,1,1,"F","multi",8.05806451612903,1999.9,"ColdWet","Wet","Cold"
"2038","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",15,14,15,0,1,1,"F","multi",7.74333333333333,1753.9,"ColdDry","Dry","Cold"
"2030","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",16,15,16,0,1,1,"F","multi",7.09677419354839,667.5,"ColdDry","Dry","Cold"
"2045","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",17,16,17,0,1,1,"F","multi",6.81,317.1,"ColdDry","Dry","Cold"
"2028","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",18,17,18,0,1,1,"F","multi",6.15806451612903,107.2,"ColdDry","Dry","Cold"
"2019","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",19,18,19,0,1,1,"F","multi",7.40645161290323,44.3,"HotDry","Dry","Hot"
"2041","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",20,19,20,0,1,1,"F","multi",7.55,34.2,"HotDry","Dry","Hot"
"2040","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",21,20,21,0,1,1,"F","multi",8.54193548387097,87.4,"HotDry","Dry","Hot"
"2026","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",22,21,22,0,1,1,"F","multi",9.23666666666667,207.9,"HotDry","Dry","Hot"
"2049","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",23,22,23,0,1,1,"F","multi",9.28387096774193,507.2,"ColdWet","Wet","Cold"
"2027","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",24,23,24,0,1,1,"F","multi",8.45666666666667,885.5,"ColdWet","Wet","Cold"
"2024","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",25,24,25,0,1,1,"F","multi",7.73870967741935,1191.5,"ColdWet","Wet","Cold"
"2025","M2","F161","F149",2012-08-07,2014-09-10,25.0491803278689,"2013-07-30","conservative",26,25,26,1,1,1,"F","multi",8.51290322580645,1281,"ColdWet","Wet","Cold"
"1655","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",1,0,1,0,1,0,"F","primi",10.6645161290323,145.6,"ColdWet","Wet","Cold"
"1609","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",2,1,2,0,1,0,"F","primi",8.37333333333333,462.8,"ColdWet","Wet","Cold"
"1648","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",3,2,3,0,1,0,"F","primi",7.95806451612903,1073.4,"ColdWet","Wet","Cold"
"1615","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",4,3,4,0,1,0,"F","primi",8.0258064516129,1307.1,"ColdWet","Wet","Cold"
"1637","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",5,4,5,0,1,0,"F","primi",8.81666666666667,1152.6,"ColdDry","Dry","Cold"
"1604","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",6,5,6,0,1,0,"F","primi",7.3,590.6,"ColdDry","Dry","Cold"
"1616","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",7,6,7,0,1,0,"F","primi",7.29,256.1,"ColdDry","Dry","Cold"
"1608","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",8,7,8,0,1,0,"F","primi",6.46774193548387,88.6,"ColdDry","Dry","Cold"
"1629","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",9,8,9,0,1,0,"F","primi",7.72903225806452,37.7,"HotDry","Dry","Hot"
"1606","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",10,9,10,0,1,0,"F","primi",9.40714285714286,1.4,"HotDry","Dry","Hot"
"1605","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",11,10,11,0,1,0,"F","primi",9.15806451612903,21.2,"HotDry","Dry","Hot"
"1633","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",12,11,12,0,1,0,"F","primi",9.78666666666667,52.3,"HotDry","Dry","Hot"
"1618","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",13,12,13,0,1,0,"F","primi",9.6741935483871,151.4,"ColdWet","Wet","Cold"
"1640","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",14,13,14,0,1,1,"F","primi",8.46333333333333,533.3,"ColdWet","Wet","Cold"
"1617","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",15,14,15,0,1,1,"F","primi",7.75806451612903,1654,"ColdWet","Wet","Cold"
"1634","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",16,15,16,0,1,1,"F","primi",8.09354838709677,1872.5,"ColdWet","Wet","Cold"
"1632","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",17,16,17,0,1,1,"F","primi",7.68,1782.5,"ColdDry","Dry","Cold"
"1636","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",18,17,18,0,1,1,"F","primi",7.18709677419355,720,"ColdDry","Dry","Cold"
"1619","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",19,18,19,0,1,1,"F","primi",6.9,446.6,"ColdDry","Dry","Cold"
"1625","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",20,19,20,0,1,1,"F","primi",6.02258064516129,133.6,"ColdDry","Dry","Cold"
"1650","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",21,20,21,0,1,1,"F","primi",7.38387096774194,44.3,"HotDry","Dry","Hot"
"1614","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",22,21,22,0,1,1,"F","primi",7.575,32.2,"HotDry","Dry","Hot"
"1652","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",23,22,23,0,1,1,"F","primi",8.43548387096774,87.4,"HotDry","Dry","Hot"
"1626","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",24,23,24,0,1,1,"F","primi",9.13666666666667,173.9,"HotDry","Dry","Hot"
"1635","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",25,24,25,0,1,1,"F","primi",9.3258064516129,509.2,"ColdWet","Wet","Cold"
"1649","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",26,25,26,0,1,1,"F","primi",8.56666666666667,864.5,"ColdWet","Wet","Cold"
"1612","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",27,26,27,0,1,1,"F","primi",7.80322580645161,1210,"ColdWet","Wet","Cold"
"1654","M2","F135","F151",2012-06-05,2014-09-10,27.1147540983607,"2013-07-30","conservative",28,27,28,1,1,1,"F","primi",8.48709677419355,1268,"ColdWet","Wet","Cold"
"1697","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",1,0,1,0,0,0,"F","multi",6.54666666666667,309.6,"ColdDry","Dry","Cold"
"1704","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",2,1,2,0,0,0,"F","multi",6.38387096774194,77.4,"ColdDry","Dry","Cold"
"1727","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",3,2,3,0,0,0,"F","multi",7.34838709677419,44.3,"HotDry","Dry","Hot"
"1703","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",4,3,4,0,0,0,"F","multi",7.78928571428571,51.2,"HotDry","Dry","Hot"
"1734","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",5,4,5,0,0,0,"F","multi",8.73548387096774,88.4,"HotDry","Dry","Hot"
"1698","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",6,5,6,0,0,0,"F","multi",9.34666666666667,288.9,"HotDry","Dry","Hot"
"1721","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",7,6,7,0,0,0,"F","multi",9.01612903225806,530.2,"ColdWet","Wet","Cold"
"1737","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",8,7,8,0,0,0,"F","multi",8.13333333333333,934.5,"ColdWet","Wet","Cold"
"1724","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",9,8,9,0,0,0,"F","multi",7.89354838709677,1136,"ColdWet","Wet","Cold"
"1723","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",10,9,10,0,0,0,"F","multi",8.5258064516129,1284,"ColdWet","Wet","Cold"
"1752","M1","F145","F154",2013-12-11,2016-06-17,30.1311475409836,NA,"conservative",11,10,11,0,0,0,"F","multi",7.92333333333333,992.5,"ColdDry","Dry","Cold"
